,Sexist tokens
14751,well
14752,assum
14753,saw
14754,clem
14755,ford
14756,stuff
14757,msm
14758,write
14759,truth
14760,mayb
14761,?
14762,http
14763,awesom
14764,do
14765,n't
14766,know
14767,write
14768,truth
14769,femin
14770,awar
14771,femin
14772,teach
14773,women
14774,men
14775,not
14776,experi
14777,sexism
14778,discrimin
14779,?
14780,ht
14781,favorit
14782,...
14783,argu
14784,deni
14785,men
14786,choic
14787,liter
14788,argu
14789,abort
14790,not
14791,a
14792,``
14793,reproduct
14794,right
14795,'m
14796,not
14797,a
14798,sexist
14799,know
14800,look
14801,a
14802,girl
14803,-
14804,rape
14805,?
14806,http
14807,pretzel
14808,logic
14809,understat
14810,like
14811,a
14812,pretzel
14813,beaten
14814,toss
14815,sear
14816,tower
14817,puddl
14818,logic
14819,...
14820,well
14821,...
14822,'d
14823,bet
14824,latter
14825,...
14826,http
14827,feminist
14828,writer
14829,...
14830,think
14831,valenti
14832,au
14833,know
14834,start
14835,questionsformen
14836,huff
14837,po
14838,other
14839,wrote
14840,know
14841,scientist
14842,agre
14843,women
14844,``
14845,slut
14846,shame
14847,make
14848,vagina
14849,valuabl
14850,?
14851,http
14852,//t.co/
14853,an
14854,obviou
14855,ga
14856,sport
14857,nut
14858,n't
14859,...
14860,would
14861,explain
14862,all
14863,do
14864,n't
14865,regard
14866,ford
14867,a
14868,problemat
14869,figur
14870,?
14871,http
14872,issu
14873,do
14874,thing
14875,decri
14876,?
14877,yeah
14878,my
14879,eye
14880,open
14881,a
14882,pay
14883,gap
14884,articl
14885,know
14886,a
14887,littl
14888,econ
14889,...
14890,tri
14891,explain
14892,math
14893,not
14894,sexism
14895,...
14896,...
14897,learn
14898,do
14899,made
14900,a
14901,``
14902,misogynist
14903,not
14904,a
14905,joke
14906,a
14907,lot
14908,write
14909,creat
14910,fals
14911,``
14912,rape
14913,cultur
14914,crisi
14915,whose
14916,theori
14917,driver
14918,new
14919,ca
14920,rape
14921,law
14922,realli
14923,open
14924,my
14925,eye
14926,an
14927,articl
14928,financi
14929,abort
14930,even
14931,read
14932,still
14933,oppos
14934,respons
14935,etc
14936,...
14937,saw
14938,prochoic
14939,feminist
14940,comment
14941,use
14942,verbatim
14943,prolif
14944,argument
14945,men
14946,``
14947,selfish
14948,jerk
14949,think
14950,child
14951,realiz
14952,selfish
14953,hypocrisi
14954,crux
14955,modern
14956,femin
14957,not
14958,equal
14959,know
14960,littl
14961,i
14962,told
14963,i
14964,thought
14965,smile
14966,face
14967,hypocrisy/misandri
14968,epitom
14969,modern
14970,femin
14971,well
14972,i
14973,check
14974,jessica
14975,valenti
14976,twitter
14977,nice
14978,objectif
14979,men
14980,threat
14981,violenc
14982,http
14983,i
14984,'m
14985,block
14986,peopl
14987,assum
14988,saw
14989,my
14990,avi/nam
14991,block
14992,nope
14993,block
14994,i
14995,knew
14996,fem
14997,use
14998,a
14999,block
15000,list
15001,...
15002,...
15003,soon
15004,follow
15005,enough
15006,known
15007,anti-feminist
15008,block
15009,list
15010,activ
15011,block
15012,possibl
15013,unawar
15014,idea
15015,want
15016,do
15017,anyth
15018,lectur
15019,dubiou
15020,fact
15021,do
15022,n't
15023,want
15024,challeng
15025,expos
15026,block
15027,yep
15028,pathet
15029,let
15030,examin
15031,idea
15032,anti
15033,fem
15034,hate
15035,women
15036,do
15037,misogynist
15038,fight
15039,``
15040,right
15041,hate
15042,?
15043,hate
15044,?
15045,like
15046,realli
15047,hate
15048,women
15049,bother
15050,gg
15051,?
15052,need
15053,permiss
15054,hate
15055,could
15056,hate/play
15057,game
15058,wrong
15059,argu
15060,impli
15061,person
15062,not
15063,get
15064,laid
15065,?
15066,..say
15067,an
15068,unthink
15069,pussi
15070,yawn
15071,sweden
15072,man
15073,swedish
15074,men
15075,cattl
15076,point
15077,there
15078,liter
15079,noth
15080,creativ
15081,pathet
15082,take
15083,an
15084,exist
15085,film
15086,make
15087,a
15088,black
15089,femal
15090,version
15091,close
15092,shop
15093,a
15094,roadblock
15095,way
15096,point
15097,must
15098,equal
15099,not
15100,gynocentr
15101,hmm..possibl
15102,i
15103,do
15104,n't
15105,read
15106,tabloid
15107,i
15108,know
15109,box
15110,anoth
15111,guy
15112,one
15113,donald
15114,trump
15115,diva
15116,like
15117,right
15118,?
15119,trump
15120,get
15121,call
15122,a
15123,megalomaniac
15124,a
15125,gender
15126,slur
15127,?
15128,i
15129,never
15130,hear
15131,women
15132,call
15133,megalomaniac
15134,exactli
15135,a
15136,sexist
15137,market
15138,ploy
15139,not
15140,either
15141,gun
15142,blaze
15143,wait
15144,quietli
15145,my
15146,trojan
15147,hors
15148,...
15149,most
15150,democrat
15151,avoid
15152,``
15153,liber
15154,like
15155,diseas
15156,stop
15157,prop
15158,``
15159,femin
15160,w/
15161,credit
15162,women
15163,right
15164,movement
15165,...
15166,...
15167,allow
15168,word
15169,evolv
15170,current
15171,mean
15172,(
15173,selfish
15174,misandri
15175,)
15176,remov
15177,movement
15178,adult
15179,work
15180,...
15181,my
15182,view
15183,move
15184,equal
15185,forward
15186,must
15187,root
15188,claim
15189,equal
15190,work
15191,defin
15192,``
15193,forc
15194,make
15195,a
15196,new
15197,damn
15198,movi
15199,hack
15200,...
15201,my
15202,point
15203,have
15204,legal
15205,right
15206,i
15207,do
15208,ok
15209,?
15210,do
15211,n't
15212,know
15213,sorri
15214,nope
15215,unrel
15216,highland
15217,i
15218,also
15219,prefer
15220,fletch
15221,live
15222,first
15223,same
15224,reason
15225,gb
15226,funnier
15227,bottom
15228,line
15229,two
15230,three
15231,alreadi
15232,real
15233,...
15234,pleas
15235,identifi
15236,straw
15237,man
15238,dunc
15239,my
15240,sarcast
15241,mock
15242,hypothet
15243,real
15244,exampl
15245,?
15246,sooooo
15247,true
15248,``
15249,googl
15250,christina
15251,hoff
15252,sommer
15253,wage
15254,gap
15255,pay
15256,gap
15257,use
15258,real
15259,fact
15260,not
15261,anecdot
15262,joke
15263,a
15264,swedish
15265,lawmak
15266,propos
15267,requir
15268,men
15269,sit
15270,pee
15271,...
15272,eeuww
15273,i
15274,do
15275,n't
15276,want
15277,fit
15278,*anything*
15279,littl
15280,box
15281,...
15282,column
15283,question
15284,coverag
15285,view
15286,my
15287,piec
15288,http
15289,ani
15290,shame
15291,self
15292,awar
15293,sure
15294,...
15295,lost
15296,most
15297,essenti
15298,ford
15299,way
15300,exempt
15301,schlocki
15302,clickbait
15303,critic
15304,?
15305,http
15306,ye
15307,a
15308,issu
15309,ban
15310,``
15311,sexist
15312,a
15313,feminist
15314,shirt
15315,would
15316,not
15317,...
15318,start
15319,a
15320,paetron
15321,unless
15322,uk
15323,claim
15324,disabl
15325,first
15326,tweet
15327,year
15328,a
15329,total
15330,fals
15331,equival
15332,?
15333,http
15334,reliabl
15335,number
15336,a
15337,small
15338,town
15339,polic
15340,depart
15341,a
15342,nine
15343,year
15344,studi
15345,case
15346,...
15347,%
15348,fals
15349,an
15350,illinoi
15351,pd
15352,studi
15353,nine
15354,year
15355,case
15356,...
15357,%
15358,fals
15359,well
15360,differenti
15361,knew
15362,number
15363,rape
15364,complaint
15365,recant
15366,most
15367,count
15368,...
15369,...
15370,women
15371,actual
15372,charged/convict
15373,almost
15374,never
15375,prosecut
15376,cop
15377,close
15378,case
15379,``
15380,googl
15381,fals
15382,rape
15383,accus
15384,%
15385,might
15386,work
15387,?
15388,obvious
15389,not
15390,includ
15391,brian
15392,bank
15393,whose
15394,life
15395,nearli
15396,destroy
15397,fals
15398,rape
15399,never
15400,said
15401,``
15402,men
15403,smarter
15404,i
15405,said
15406,feminist
15407,stupid
15408,most
15409,women
15410,not
15411,feminist
15412,answer
15413,...
15414,i
15415,'ll
15416,focu
15417,patriarchi
15418,a
15419,myth
15420,system
15421,push
15422,back
15423,feminist
15424,use
15425,chivalri
15426,benevol
15427,sexism
15428,master
15429,own
15430,end
15431,question
15432,feminist
15433,have
15434,media
15435,see
15436,ani
15437,mention
15438,clem
15439,ford
15440,open
15441,bigotri
15442,etc
15443,?
15444,nope
15445,``
15446,narr
15447,all
15448,rock
15449,much
15450,closer
15451,socrat
15452,most
15453,know
15454,...
15455,excus
15456,say
15457,femin
15458,everyon
15459,includ
15460,men
15461,?
15462,ye
15463,apathi
15464,fate
15465,most
15466,feminist
15467,...
15468,...
15469,like
15470,i
15471,said
15472,a
15473,``
15474,symbol
15475,a
15476,``
15477,symbol
15478,jewelri
15479,howev
15480,pawn
15481,later
15482,anyth
15483,like
15484,everi
15485,feminist
15486,earth
15487,a
15488,genuin
15489,interest
15490,question
15491,...
15492,cours
15493,answer
15494,predict
15495,bore
15496,...
15497,exampl
15498,``
15499,sexism
15500,?
15501,film
15502,jennif
15503,lopez
15504,play
15505,a
15506,rapist
15507,not
15508,know
15509,iliad
15510,*protagonist*
15511,also
15512,exist
15513,?
15514,...
15515,femin
15516,would
15517,have
15518,a
15519,name
15520,issu
15521,yup
15522,pay
15523,ye
15524,split
15525,pay
15526,rememb
15527,``
15528,gaga
15529,?
15530,would
15531,guess
15532,iq
15533,?
15534,link
15535,blasphemi
15536,mostli
15537,borderlin
15538,ye
15539,w/
15540,mucho
15541,npd
15542,mix
15543,...
15544,lot
15545,bipolar
15546,suspend
15547,a
15548,new
15549,acct
15550,stalk
15551,a
15552,day
15553,legit
15554,``
15555,issu
15556,kid
15557,glove
15558,...
15559,...
15560,unless
15561,(
15562,pencil
15563,fill
15564,)
15565,hand
15566,cours
15567,i
15568,have
15569,like
15570,would
15571,hilari
15572,n't
15573,need
15574,help
15575,bad
15576,...
15577,a
15578,i
15579,like
15580,talk
15581,even
15582,i
15583,know
15584,same
15585,other
15586,push
15587,come
15588,...
15589,my
15590,desir
15591,play
15592,video
15593,game
15594,never
15595,stronger
15596,sex
15597,final
15598,focu
15599,someth
15600,sex
15601,...
15602,i
15603,'m
15604,not
15605,sexist
15606,...
15607,femal
15608,footbal
15609,comment
15610,not
15611,a
15612,good
15613,idea
15614,i
15615,'m
15616,not
15617,sexist
15618,i
15619,stand
15620,chri
15621,paul
15622,woman
15623,ref
15624,made
15625,a
15626,bad
15627,call
15628,could
15629,n't
15630,take
15631,scrutini
15632,part
15633,job
15634,im
15635,not
15636,sexist
15637,i
15638,feel
15639,like
15640,own
15641,level
15642,clearli
15643,refer
15644,men
15645,not
15646,call
15647,i
15648,'m
15649,not
15650,sexist
15651,us
15652,men
15653,do
15654,n't
15655,tweet
15656,iron
15657,a
15658,creas
15659,shirt
15660,do
15661,n't
15662,tweet
15663,loos
15664,a
15665,game
15666,kno
15667,feminist
15668,trend
15669,complain
15670,fact
15671,trend
15672,proof
15673,misogyni
15674,societi
15675,k
15676,exact
15677,reason
15678,women
15679,n't
15680,involv
15681,not
15682,sexist
15683,situat
15684,like
15685,alway
15686,blown
15687,p
15688,thought
15689,might
15690,like
15691,one
15692,my
15693,comic
15694,unpc
15695,comix
15696,)
15697,http
15698,i
15699,saw
15700,day
15701,excel
15702,go
15703,keep
15704,i
15705,direct
15706,fem
15707,want
15708,argu
15709,my
15710,blog
15711,http
15712,//t
15713,ahem
15714,...
15715,http
15716,i
15717,do
15718,n't
15719,doubt
15720,life
15721,realist
15722,do
15723,n't
15724,think
15725,'ll
15726,see
15727,ani
15728,evid
15729,ani
15730,lifetim
15731,i
15732,do
15733,n't
15734,think
15735,riley
15736,hilari
15737,stern
15738,n't
15739,thought
15740,(
15741,biovian
15742,)
15743,year
15744,bitter
15745,geno
15746,big
15747,big
15748,?
15749,http
15750,...
15751,not
15752,i
15753,'m
15754,look
15755,i
15756,am
15757,tenni
15758,neutral
15759,set
15760,joke
15761,name
15762,one
15763,men
15764,right
15765,fight
15766,...
15767,thank
15768,i
15769,think
15770,hilari
15771,i
15772,realiz
15773,there
15774,a
15775,limit
15776,market
15777,terri
15778,pendleton
15779,humor
15780,...
15781,oh
15782,my
15783,...
15784,troll
15785,equival
15786,a
15787,wmd
15788,a
15789,meme
15790,mass
15791,destruct
15792,i
15793,'ll
15794,find
15795,a
15796,``
15797,special
15798,occas
15799,thank
15800,...
15801,possibl
15802,state
15803,reason
15804,?
15805,slow
15806,men
15807,women
15808,pace
15809,...
15810,?
15811,happen
15812,confer
15813,digniti
15814,respect
15815,mlk
15816,real
15817,civil
15818,right
15819,leader
15820,upon
15821,untreat
15822,borderlin
15823,nut
15824,an
15825,extent
15826,...
15827,not
15828,exactli
15829,overwhelm
15830,great
15831,options/choic
15832,'ve
15833,seen
15834,articl
15835,founder
15836,sister
15837,right
15838,?
15839,i
15840,see
15841,femin
15842,thru
15843,prism
15844,...
15845,http
15846,...
15847,backdoor
15848,commun
15849,have
15850,answer
15851,there
15852,hillari
15853,a
15854,horrif
15855,flaw
15856,candid
15857,...
15858,bush
15859,?
15860,romney
15861,?
15862,santorum
15863,?
15864,huckabe
15865,?
15866,choic
15867,shot
15868,stab
15869,i
15870,'m
15871,die
15872,men
15873,n't
15874,funni
15875,mani
15876,men
15877,take
15878,mop
15879,a
15880,floor
15881,?
15882,none
15883,women
15884,work
15885,appear
15886,have
15887,common
15888,sens
15889,'d
15890,total
15891,wrong
15892,awar
15893,women
15894,have
15895,not
15896,fewer
15897,legal
15898,right
15899,men
15900,?
15901,know
15902,feminist
15903,think
15904,violenc
15905,okay
15906,long
15907,victim
15908,n't
15909,serious
15910,injur
15911,?
15912,http
15913,//t.co
15914,ignor
15915,my
15916,question
15917,deflect
15918,your
15919,?
15920,awar
15921,men
15922,have
15923,less
15924,legal
15925,right
15926,?
15927,equal
15928,?
15929,let
15930,test
15931,http
15932,close
15933,need
15934,one
15935,conan
15936,o'brien
15937,morph
15938,toni
15939,big
15940,hurt
15941,...
15942,answer
15943,``
15944,noth
15945,?
15946,explain
15947,wage
15948,gap
15949,?
15950,often
15951,cite
15952,%
15953,figur
15954,refer
15955,?
15956,none
15957,thing
15958,true
15959,i
15960,return
15961,origin
15962,question
15963,...
15964,research
15965,have
15966,read
15967,?
15968,knowledg
15969,femin
15970,deriv
15971,?
15972,legal
15973,forc
15974,parenthood
15975,?
15976,singl
15977,men
15978,not
15979,adopt
15980,http
15981,one
15982,said
15983,us
15984,canada
15985,uk
15986,franc
15987,switzerland
15988,germani
15989,india
15990,everi
15991,western
15992,nation
15993,some
15994,men
15995,have
15996,less
15997,legal
15998,right
15999,equal
16000,?
16001,choic
16002,alon
16003,...
16004,ye
16005,do
16006,oppos
16007,singl
16008,mother
16009,?
16010,abort
16011,adopt
16012,safe
16013,go
16014,back
16015,top
16016,thread
16017,read
16018,``
16019,women
16020,r
16021,strong
16022,men
16023,r
16024,all
16025,equal
16026,wait
16027,men
16028,r
16029,stronger
16030,dont
16031,hit
16032,women
16033,r
16034,weak
16035,explain
16036,would
16037,sexist
16038,?
16039,anoth
16040,one
16041,want
16042,hear
16043,talk
16044,http
16045,know
16046,rape
16047,bad
16048,?
16049,agre
16050,idea
16051,``
16052,not
16053,a
16054,compliment
16055,absurd
16056,most
16057,import
16058,compliment
16059,...
16060,``
16061,have
16062,told
16063,pant
16064,distract
16065,boy
16066,school
16067,?
16068,just
16069,shirt
16070,http
16071,ok
16072,w
16073,reason
16074,burp
16075,sneez
16076,involuntarili
16077,...
16078,moot
16079,total
16080,live
16081,w/o
16082,inhal
16083,other
16084,fecal
16085,particl
16086,pictur
16087,beaten
16088,defiant
16089,pictur
16090,beaten
16091,soul
16092,dead
16093,grab
16094,a
16095,camera
16096,...
16097,feminist
16098,shirt
16099,never
16100,get
16101,toss
16102,shock
16103,...
16104,fem
16105,own
16106,school
16107,i
16108,ca
16109,n't
16110,think
16111,ani
16112,good
16113,remak
16114,period
16115,actual
16116,first
16117,hand
16118,account
16119,now
16120,founder
16121,sister
16122,=
16123,bs
16124,?
16125,``
16126,all
16127,denot
16128,sarcasm
16129,take
16130,context
16131,goebbel
16132,proof
16133,?
16134,liter
16135,ask
16136,explain
16137,know
16138,%
16139,figur
16140,repres
16141,compar
16142,?
16143,n't
16144,know
16145,cuz
16146,``
16147,math
16148,hard
16149,some
16150,gend
16151,actual
16152,an
16153,econom
16154,degre
16155,wiki
16156,my
16157,prob
16158,femin
16159,lie
16160,truth
16161,http
16162,say
16163,sexism
16164,?
16165,sexist
16166,?
16167,i
16168,meant
16169,...
16170,explain
16171,tell
16172,a
16173,person
16174,argu
16175,w/
16176,not
16177,get
16178,laid
16179,wrong
16180,wait
16181,do
16182,realiz
16183,just
16184,thing
16185,tweet
16186,post
16187,said
16188,wrong
16189,...
16190,?
16191,critic
16192,would
16193,be
16194,better
16195,``
16196,feminist
16197,taken
16198,opportun
16199,critiqu
16200,friendzon
16201,n't
16202,exist
16203,there
16204,a
16205,``
16206,women
16207,exploit
16208,feel
16209,zone
16210,tag
16211,refer
16212,?
16213,u
16214,realiz
16215,questionsformen
16216,exist
16217,ford
16218,start
16219,post
16220,snide
16221,crap
16222,right
16223,?
16224,http
16225,i
16226,love
16227,b/c
16228,i
16229,am
16230,also
16231,a
16232,scientist
16233,work
16234,men
16235,w/
16236,educ
16237,experi
16238,yet
16239,i
16240,have
16241,n't
16242,experi
16243,``
16244,...
16245,best
16246,not
16247,engag
16248,unpleas
16249,peopl
16250,say
16251,mt
16252,daili
16253,remind
16254,i
16255,%
16256,do
16257,n't
16258,care
16259,straight
16260,ci
16261,jew
16262,opinion
16263,racism
16264,femin
16265,``
16266,have
16267,u
16268,ever
16269,express
16270,ur
16271,anger
16272,be
16273,ask
16274,question
16275,hormon
16276,?
16277,``
16278,testerosteron
16279,?
16280,yeah
16281,``
16282,have
16283,ever
16284,threaten
16285,rape
16286,a
16287,woman
16288,?
16289,``
16290,ye
16291,mani
16292,time
16293,feminist
16294,women
16295,``
16296,ever
16297,walk
16298,home
16299,dark
16300,seen
16301,anoth
16302,person
16303,becom
16304,scare
16305,?
16306,men
16307,attack
16308,time
16309,often
16310,``
16311,a
16312,man
16313,afraid
16314,commit
16315,woman
16316,realli
16317,love
16318,?
16319,``
16320,sexist
16321,bias
16322,divorc
16323,law
16324,ruin
16325,life
16326,ever
16327,play
16328,rambo
16329,old
16330,ne
16331,ani
16332,chanc
16333,?
16334,be
16335,fair
16336,i
16337,read
16338,``
16339,hate
16340,``
16341,hate
16342,...
16343,my
16344,bad
16345,work
16346,worst
16347,sleep
16348,ever
16349,...
16350,sorri
16351,can
16352,be
16353,legal
16354,forc
16355,parent
16356,oblig
16357,?
16358,can
16359,genit
16360,be
16361,cut
16362,birth
16363,?
16364,right
16365,vote
16366,have
16367,an
16368,*
16369,?
16370,..mistak
16371,i
16372,find
16373,abort
16374,child
16375,abandon
16376,detest
16377,one
16378,get
16379,an
16380,aw
16381,choic
16382,must
16383,think
16384,meant
16385,would
16386,men
16387,shed
16388,oblig
16389,also
16390,lose
16391,rights..
16392,?
16393,ye
16394,...
16395,have
16396,pay
16397,know
16398,can
16399,walk
16400,way
16401,w/o
16402,pay
16403,...
16404,i
16405,think
16406,might
16407,drive
16408,a
16409,bit
16410,safer
16411,i
16412,understand
16413,...
16414,...
16415,mani
16416,do
16417,n't
16418,have
16419,awar
16420,oper
16421,most
16422,know
16423,be
16424,self
16425,interest
16426,defi
16427,most
16428,solut
16429,i
16430,agre
16431,ftr
16432,i
16433,am
16434,fan
16435,abort
16436,child
16437,abandon
16438,i
16439,ca
16440,n't
16441,accept
16442,go
16443,jail
16444,not
16445,abid
16446,choic
16447,hard
16448,say
16449,w/o
16450,know
16451,avg
16452,welfar
16453,w/o
16454,a
16455,dad
16456,&
16457,gt
16458,&
16459,lt
16460,avg
16461,cs
16462,payment
16463,less
16464,would
16465,reduc
16466,incent
16467,tweet
16468,deserv
16469,love
16470,a
16471,good
16472,point
16473,agre
16474,thought
16475,everi
16476,a
16477,an
16478,old
16479,tweet
16480,mine
16481,lump
16482,poe
16483,w
16484,gearheart
16485,'ed
16486,i
16487,cring
16488,could
16489,n't
16490,design
16491,a
16492,much
16493,poorer
16494,set
16495,incent
16496,well
16497,spoiler
16498,alert
16499,wa
16500,actual
16501,pretti
16502,reason
16503,(
16504,i
16505,think
16506,?
16507,)
16508,accept
16509,idea
16510,choic
16511,men
16512,a
16513,putin
16514,paid
16515,bitch
16516,support
16517,russian
16518,dictatorship.russia
16519,a
16520,kleptocraci
16521,bottom
16522,human
16523,right
16524,i
16525,total
16526,pretend
16527,be
16528,deaf
16529,point
16530,...
16531,walk
16532,like
16533,'re
16534,a
16535,ghost
16536,i
16537,'m
16538,bruce
16539,willi
16540,th
16541,sens
16542,not
16543,gay
16544,not
16545,homophobia
16546,some
16547,do
16548,tri
16549,conflat
16550,somehow
16551,...
16552,some
16553,yeah
16554,...
16555,said
16556,anyth
16557,hit
16558,?
16559,oh
16560,miss
16561,part
16562,...
16563,reason
16564,get
16565,physic
16566,us
16567,th
16568,best
16569,place
16570,women
16571,behind
16572,rhwanda
16573,ghana
16574,bunk
16575,'ll
16576,never
16577,see
16578,term
16579,?
16580,measur
16581,?
16582,i
16583,'m
16584,say
16585,can
16586,never
16587,``
16588,control
16589,two
16590,differ
16591,individu
16592,be
16593,same
16594,i
16595,like
16596,a
16597,video
16598,http
16599,...
16600,ca
16601,n't
16602,relat
16603,have
16604,be
16605,overtim
16606,game
16607,stanley
16608,cup
16609,final
16610,w/
16611,dvr
16612,yep
16613,except
16614,studi
16615,(
16616,artist
16617,formerli
16618,known
16619,mich_someth
16620,)
16621,offer
16622,author
16623,say
16624,not
16625,prove
16626,bia
16627,...
16628,a
16629,mf'ing
16630,state
16631,union
16632,invit
16633,ariana
16634,grand
16635,chill
16636,lmao
16637,http
16638,i
16639,hate
16640,u
16641,open
16642,door
16643,a
16644,hot
16645,chick
16646,ugli
16647,friend
16648,want
16649,u
16650,keep
16651,open
16652,bitch
16653,open
16654,men
16655,actual
16656,listen
16657,part
16658,dialog
16659,http
16660,//t
16661,k
16662,...
16663,http
16664,noth
16665,i
16666,like
16667,women
16668,pink
16669,a
16670,tipoff
16671,do
16672,n't
16673,angrili
16674,reject
16675,feminin
16676,like
16677,...
16678,ahem
16679,well
16680,know
16681,man
16682,buy
16683,pink
16684,store
16685,man
16686,cave
16687,just
16688,mislead
16689,market
16690,poor
16691,woman
16692,yeah
16693,realli
16694,need
16695,stop
16696,``
16697,manbabi
16698,speak
16699,prejudic
16700,http
16701,//t.co
16702,join
16703,parti
16704,)
16705,i
16706,have
16707,a
16708,million
16709,valid
16710,argument
16711,n't
16712,chang
16713,realiti
16714,...
16715,men
16716,women
16717,have
16718,equal
16719,legal
16720,right
16721,?
16722,ye
16723,?
16724,ok.
16725,men
16726,have
16727,fewer
16728,legal
16729,right
16730,everi
16731,western
16732,nation
16733,today
16734,get
16735,work
16736,...
16737,saw
16738,morn
16739,...
16740,http
16741,sourc
16742,appear
16743,refer
16744,idea
16745,denial
16746,visit
16747,can
16748,be
16749,prosecut
16750,child
16751,abus
16752,rather
16753,specif
16754,law
16755,...
16756,ani
16757,real
16758,world
16759,exampl
16760,women
16761,actual
16762,jail
16763,?
16764,yeah
16765,ur
16766,irrelev
16767,relev
16768,old/isolated/fit
16769,definit
16770,``
16771,except
16772,prove
16773,rule
16774,i
16775,find
16776,wa
16777,your
16778,?
16779,mine
16780,wa
16781,cs
16782,enforc
16783,(
16784,men
16785,jail
16786,)
16787,visit
16788,(
16789,exampl
16790,asid
16791,)
16792,not
16793,right
16794,mean
16795,noth
16796,can
16797,be
16798,violat
16799,w/
16800,recours
16801,i
16802,'d
16803,like
16804,focu
16805,plight
16806,beaver
16807,oppress
16808,i
16809,consid
16810,a
16811,victim
16812,odd
16813,googl
16814,can
16815,find
16816,relev
16817,exampl
16818,actual
16819,enforc
16820,huh
16821,?
16822,i
16823,keep
16824,screengrab
16825,not
16826,link
16827,sorri
16828,googl
16829,``
16830,kate
16831,millett
16832,sister
16833,be
16834,near
16835,top
16836,list
16837,hard
16838,tell
16839,...
16840,i
16841,think
16842,might
16843,have
16844,just
16845,a
16846,troll
16847,someon
16848,hate
16849,ear
16850,not
16851,leg
16852,bewar
16853,con
16854,artist
16855,co-opt
16856,femin
16857,do
16858,n't
16859,expect
16860,peopl
16861,profit
16862,a
16863,problem
16864,sol
16865,hope
16866,not
16867,pay
16868,bill
16869,?
16870,``
16871,twat
16872,have
16873,sens
16874,ironi
16875,awar
16876,shame
16877,decenc
16878,...
16879,well
16880,i
16881,could
16882,do
16883,all
16884,day
16885,...
16886,...
16887,have
16888,an
16889,armpit
16890,lick
16891,fetish
16892,?
16893,like
16894,...
16895,i
16896,just
16897,spin
16898,galleri
16899,my
16900,tablet
16901,like
16902,price
16903,right
16904,wheel
16905,use
16906,whatev
16907,meme
16908,stori
16909,i
16910,land
16911,...
16912,hmm
16913,cathi
16914,young
16915,two
16916,?
16917,good
16918,call
16919,got
16920,ta
16921,take
16922,bad
16923,w/
16924,good
16925,...
16926,never
16927,heard
16928,thank
16929,wa
16930,one
16931,few
16932,meme
16933,i
16934,use
16935,i
16936,made
16937,awesom
16938,best
16939,meme
16940,ever
16941,your
16942,?
16943,where
16944,find
16945,?
16946,never
16947,saw
16948,perfect
16949,twitter
16950,not
16951,same
16952,w/o
16953,ahem
16954,...
16955,http
16956,real
16957,world
16958,evid
16959,pleas
16960,a
16961,gay
16962,known
16963,youtub
16964,i
16965,saw
16966,video
16967,unless
16968,brando
16969,real
16970,just
16971,said
16972,men
16973,do
16974,n't
16975,need
16976,equal
16977,default
16978,be
16979,equal
16980,?
16981,/
16982,?
16983,women
16984,have
16985,legal
16986,right
16987,men
16988,...
16989,racist
16990,femin
16991,onli
16992,time
16993,i
16994,'ll
16995,block
16996,spam
16997,i
16998,think
16999,'ll
17000,tri
17001,``
17002,janet
17003,wam
17004,janet
17005,gg
17006,ban
17007,i
17008,block
17009,two
17010,...
17011,one
17012,wa
17013,an
17014,call
17015,mra
17016,a
17017,radic
17018,feminist
17019,sjw
17020,tri
17021,argu
17022,tri
17023,tip
17024,http
17025,http
17026,have
17027,a
17028,free
17029,blindfold
17030,i
17031,'m
17032,not
17033,sexist
17034,...
17035,i
17036,do
17037,n't
17038,wan
17039,na
17040,watch
17041,women
17042,talk
17043,each
17044,sport
17045,i
17046,hope
17047,i
17048,'m
17049,not
17050,sexist
17051,do
17052,women
17053,love
17054,argu
17055,have
17056,last
17057,word
17058,laugh
17059,?
17060,shit
17061,seriou
17062,men
17063,hate
17064,get
17065,last
17066,word
17067,follow
17068,around
17069,expectantli
17070,an
17071,argument
17072,hope
17073,'ll
17074,say
17075,someth
17076,men
17077,use
17078,word
17079,``
17080,ladi
17081,omfg
17082,not
17083,sexist
17084,ladi
17085,pretti
17086,bad
17087,drive
17088,pretti
17089,sure
17090,episod
17091,law
17092,order
17093,basic
17094,new
17095,reefer
17096,mad
17097,holi
17098,actual
17099,fuck
17100,exist
17101,not
17102,doubt
17103,think
17104,feminist
17105,hypocrisi
17106,ladi
17107,night
17108,a
17109,great
17110,exampl
17111,hypocrisi
17112,put
17113,there
17114,mean
17115,n't
17116,be
17117,?
17118,consent
17119,parenthood
17120,men
17121,today
17122,do
17123,n't
17124,be
17125,spoil
17126,brat
17127,right
17128,http
17129,right
17130,listen
17131,found
17132,mother
17133,/
17134,http
17135,chemali
17136,a
17137,special
17138,kind
17139,twit
17140,master
17141,whine
17142,rd
17143,world
17144,horror
17145,justifi
17146,write
17147,thing
17148,like
17149,n't
17150,take
17151,much
17152,http
17153,//t.c
17154,sorri
17155,hear
17156,get
17157,well
17158,man
17159,guy
17160,an
17161,amaz
17162,writer
17163,regard
17164,http
17165,http
17166,can
17167,feminist
17168,claim
17169,do
17170,n't
17171,have
17172,bodili
17173,autonomi
17174,?
17175,like..b
17176,abl
17177,kill
17178,unborn
17179,kid
17180,not
17181,enough
17182,?
17183,http
17184,truth
17185,noth
17186,indi
17187,game
